tweet,sentiment
on my way to work! I am gonna miss general hospital,negative
my iMac`s died  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply,negative
ohh I was so confused!:p I haven`t seen it. It`s your favourite?,neutral
http://twitpic.com/665n7 - I dont like it,negative
I sewed my shirt  and I fail at screaming v_v but I had a quesadilla!  Quesadiaas are bombbb <3 I will try and scream another day! :],positive
Running in the rain,neutral
i havent seen you all week,neutral
I would love to see the sun again.  It has been raining here for 3 days now.,positive
I know... he`s mad at us... :`(,negative
First Natalie and now little Holly. This is mean,negative
errr....I don`t want to go sit in the heat and watch a high school graduation.,negative
wow! Leonardo DiCaprio and Jennifer Davisson Killoran are the producers  of the movie: ORPHAN  !! i have direct contact info for them too!,neutral
yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold,positive
Don`t really wanna go school on Monday to be honest,negative
checking iDestroy sales.... sales are good,positive
wtf come i need this day to go by,negative
gosh! i`m freakin` bored! talk to me!,negative
Wtf why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/,negative
http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv,neutral
I do amazing at beer pong with my brother,positive
_Stokoe I bet! I can imagine how much work it is making a movie. I can`t wait to see it,neutral
Oh no! I just read they are going to do a remake of Girls Just Wanna Have Fun   Stop it hollywood-just stop!,negative
why have you still not called me back regarding the groundbreaking production i sent you earlier,negative
Idk. I`m only a stupid 7th Grader,negative
Waiting in line @ tryst,neutral
Thanks to my assignment im off to work today!,positive
Not having Hulu in Germany sucks,negative
WALC-ers are you ready to cry? its going to be a long day of reminiscing,neutral
listening to her stolen music. just loved it cause its free!,positive
up and reading the (maltese) sunday newspaper over coffee... Aaaah.. Glorious Sundays,positive
as to sleeping with whom ? You have your rocking sheets  I hope the smoothness is endulging can`t wait for my blankets),positive
Ughh. That Miley creature song has infested itself in my brain!,negative
and I`m not getting another one ... There`s only 1 alfie,negative
ehhehehe thanks,positive
the website is http://tinyurl.com/c7yojg  idk if the place is around ur area..,neutral
YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha  it`ll be bangin! We gotta hang out chick,positive
ahh I hate being sick  Watching atonement! and sleeping,negative
Gees can this week get anymore horrible....now i cant go to spain,negative
my phne blocks text,neutral
I can only promise about 150 or so.,neutral
aw ****. ok i got you for tuesday on that. i gotta write a short post for today tho,neutral
May we be humble but Bold for Christ!  lisa..,neutral
R.i.p. to my lil sis`s cousins babyfather Jimmy aka GemStar,negative
thank you! need to pass my test first,positive
So confused about what to do?,neutral
im so not feelinq this huqe **** pimple smack in the middle of my doom. it aint riqht man,negative
I feel like dressing up for the heck of it.& putting make up on. Haha,positive
happy mothers day. ekin sayang mak!!!,positive
my first `star trek` anything was really entertaining.. now if I can just see Harold fly the enterprise to `white castle`,neutral
free hugs with my super fluffy robe,neutral
...actually find something they`ll like. it`s easy to get a good gift with a lot of money tbh. nowhere near as personal though,positive
OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract in 18 months,negative
I have one less follower  That makes me sad and I feel like my life is dull and uninteresting.,negative
YES!!! haahaaa.! break out the jellybeaniesss!,positive
happy birthday!!,positive
bought my pink ipod nano 2 days ago  will be delivered this week. YAY!  & hopefully getting ears pierced again in a few weeks XD,positive
'Restoration of the site would also take place as part of the Banks proposals' - after the birds have gone? Avocets there this yr,neutral
'I never thought I`d die alone. Another six months I`ll be unknown',negative
no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.,negative
is back from a weekend get away,neutral
THANKS!,positive
that sounds interesting. wish my phone did java..,neutral
wasn`t much of a debate,negative
my feelings are hurt,negative
I`ve got a headache  !!!,negative
On my way home in the sunshine with a bag full of my stuff from work...,neutral
hahah I`ll try,neutral
Socksy`s just plucky and independent to Caspar`s lazy and attention seeking,negative
Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q,neutral
Goin to work....,neutral
i`ve got really bad arthritus in my left hand. I cant use my thumb at all,negative
today has not started out very well,negative
Why oh why do I always forget to take the medication I`m *supposed* to take 30 minutes before breakfast? Just taking it now at 1:30,neutral
nothing beats nurofen plus!,neutral
watching a gossip girl,neutral
that doesn`t sound like fun,negative
So Tired. It`s not right to have to get up so early,negative
Now I KNOW my shares are up...have 7 followers...wonderful!   The sun is now shining brightly in `darkest Africa`...,positive
Nice to meet you toooo  Good to know another one of my followers ACTUALLY speak!,positive
iloveyoumoreeee,positive
nope! not comin up 2nite gurl!,negative
Waking Up In Vegas is goooooooooooooooooooooooood,positive
lol! l love your tweets! Keep them coming,positive
ok nevermind. photo was set to private. sorry.,negative
Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn`t buy them.,neutral
Someone just admitted to having a crush on me.. That`s cool,positive
Haih.. Cannot sleep lar..,neutral
this time there is a theme and it is 'purple',neutral
oh I love oreos!! U can`t get many varieties in the uk,positive
was gonna DM you but it says you`re not following me!    lol  after all I`ve done!  hahaha,neutral
Thinkin` Twitter is interesting.,positive
says I`m tutoring my cousin!  http://plurk.com/p/rpp57,neutral
just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,positive
feel like going home and sleep till the next day!,neutral
thanks sooo much lil sis! you should have gone with us to the bird park.,positive
boys and girls lie? awww is santa not real either?,neutral
just watching ncis complete first season,neutral
does not want to go to sixth period.,neutral
Mexico City traffic  Beating the rush hour to make it to the Aeropuerto,neutral
Haha. It`s pretty good  they`re making something with chicken  yum!,positive
hello- i`d like a little chat- but can`t DM you- is there a mail id?,neutral
Mattcutts.com: Domain Umzug und neues Design http://redir.ec/iF2b ...,neutral
_AnR_Shine Feeling pretty good. You should check this out http://www.myspace.com/bigcitymonkey Just saying.,positive
im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,neutral
kate is leaving me all by my lonesome,negative
Already know I`m gonna miss josh next week.. My mom needs more surgery.. Work sucks.. Not a good day. Oh and my tum tum hurts,negative
really wants to go see the script in NY in august... but no one will go with me,negative
_Beckiie_x omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed,negative
WHAT THE HELL IS GOING ON?!?! Last night and this morning SUCKED... More moving tonight.,negative
hate this **** cold. i can`t stop sneezing. and claratyne only works for an hr or 2,negative
Hey Dee... I wish I could make it to the mastermind session tomorrow  I`m in a wedding in Statesboro. hope to chat soon.,positive
I LOVE TWILIGHT !!!,positive
Had a good day till he twisted his ankle on his two mile run,neutral
mmMmMm I`ve been craving sweet potatoes and almonds I`m going to have to incorporate those super foods tomorrow,neutral
Britain`s Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! ****,neutral
someone really needs to make a kit like that avaialble for home use,neutral
trying to NOT fall asleep while doing ancient assignment. Drinking some water with ice and lime! yum,positive
ya`ll going out without me,neutral
wish i was 17 again,positive
Loving my new HR monitor,positive
ahaha im here carlos;;  Wasssup?!,neutral
i`m just sooo in love....i think,positive
I am following Mya,neutral
Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today,negative
**** typical. GH:M arrives just as I leave for work. It`s going to be a long day,negative
Shakedown Street!!!,neutral
Hope you feel better! If your alone we can talk until your ready to go to bed...I`m alone too,positive
I`m on Twitter now... how cool am I? and now let`s go to McDo,neutral
The weather is gross outside. It puts me in a bad mood.,negative
sometimes ... you just have to write it off ... and start from the top of your tweet stream.  The past has happened,neutral
http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!,positive
i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!,neutral
is sad she got her plans cancled,negative
